filename	description	artistic_tags	width	height	aspect_ratio	file_size_kb	dominant_hue	dominant_saturation	color_temperature	saturation_level	contrast_level	format_type	complexity	creation_date	processing_order
376.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	48.0	102	8	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:19	308
377.jpg	 a black and white photograph of tangled wires and cables in varying shapes and sizes. the wire is in the shape of an upside down triangle, with rounded ends	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	48.4	67	20	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:19	309
378.jpg	 a tees e ne of s of an image, namely, the main graphical elements are en l o u m. i c p y com pletely figurative ; he consists of of in d er - ing poss and re – ness — if th	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	43.6	280	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:20	310
379.jpg	 a tree, bushes, grass, trees, and s e. ing, the main elements of this image consist of : the tree consists of, branches, leaves, flowers, etc	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-romantic, subject-nature	512	768	0.67	16.7	6	56	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:20	311
38.jpg	unknow. the subject is a woman in tan colored dress with blond hair and glasses	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	63.7	30	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:21	312
380.jpg	  a woman sitting in sand, with bare feet and tan skin. she is wearing khaki shorts and white tank top, and is standing in front of an empty wooden table	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, subject-portrait	512	768	0.67	27.1	270	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:21	313
381.jpg	 a black and white photograph of solitary objects in varying distances. the subject is an empty space with hardly any background	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-melancholic, style-subtle	512	766	0.67	13.1	0	0	neutral	muted	balanced	portrait	complex	2025-05-25 20:56:21	314
382.jpg	A black and white image of tangled wires in varying shapes and sizes	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	22.9	12	55	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:21	315
383.jpg	 a tree with branches and leaves in the background, surrounded by bushes and trees, with sand and mud	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-moderate, subject-nature, mood-cozy	512	768	0.67	17.6	7	66	warm	moderate	high-contrast	portrait	moderate	2025-05-25 20:56:22	316
384.jpg	  a large number of objects, including dozens of trains, parked cars, and crowded trains	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, subject-urban, subject-transportation	512	768	0.67	30.3	280	3	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:22	317
385.jpg	A view of the sky with s e ne of i m, y. c o l p t h r d u v w x f b q z j k g th en ch - ing & re – if he hat've gotten? ;	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	39.4	41	73	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:22	318
386.jpg	The subject of  a person walking down crowded streets. the background is an empty street with parked cars and bushes	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, subject-portrait, subject-nature	512	768	0.67	51.9	228	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:23	319
387.jpg	The subject of  a person walking down crowded streets. the background is the street, with parked cars and people walking on the sidewalk	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-nature, subject-urban	512	768	0.67	48.2	280	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:23	320
388.jpg	 a person is standing in front of trough s, surrounded by e nec tions, and he is seated in. ing o m p en y posst i c	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	26.4	49	51	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:23	321
389.jpg	  a large building with curved walls and slanted roofs. there is mainly reflected light from the windows and skylights in the building	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-urban, style-subtle	512	768	0.67	32.8	280	11	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:24	322
39.jpg	A window with wrought iron railings and slats	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	36.6	36	10	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:24	323
390.jpg	unknow	color-neutral, saturation-muted, contrast-balanced, format-standard, complexity-complex, style-subtle	512	342	1.5	12.5	279	2	neutral	muted	balanced	standard	complex	2025-05-25 20:56:24	324
391.jpg	A black and white image of based on the sy, e, the, and ne,	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	28.7	300	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:25	325
392.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	30.9	280	15	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:25	326
393.jpg	unknow. the subject is a woman in tan colored dress with blond hair and glasses	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	34.7	300	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:25	327
394.jpg	A black and white image of tangled wires, with strands of light and dark lines	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, lighting-low-light	512	768	0.67	49.5	280	5	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:26	328
395.jpg	A tower with s of shaped towers, ed tee c ne	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-fresh, style-subtle	512	768	0.67	23.2	217	7	cool	muted	high-contrast	portrait	complex	2025-05-25 20:56:26	329
396.jpg	unknow. the subject is a train traveling down crowded tracks	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-transportation, style-subtle	512	342	1.5	33.0	305	29	neutral	muted	high-contrast	standard	complex	2025-05-25 20:56:26	330
397.jpg	A train moving down sa railway station	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-transportation, style-subtle	512	342	1.5	23.2	280	1	neutral	muted	high-contrast	standard	complex	2025-05-25 20:56:27	331
398.jpg	  a number of objects, including spheres, cylinders and other shapes	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	47.5	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:27	332
399.jpg	A black and white image of of s e c nical figurative i m l o r y t h u d f x p q w z b k j g v, th en. ing - if he hat er '? ; re – ant & ve ment — com ate ang ng han pak eng chi ch cho hong qua cha chu chan ku che ly	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	20.1	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:27	333
4.jpg	A man is standing in front of teh sand	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	775	0.66	49.2	30	3	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:28	334
40.jpg	S of the word , e - i – n y m o r p t c u l d f x w h k b g j z v. en ing th q & re ; if he is able to com ment ant er ve ent ly pronounced '?	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-cozy, style-subtle	512	715	0.72	62.0	27	38	warm	muted	high-contrast	standard	complex	2025-05-25 20:56:28	335
400.jpg	A person in sat on tv id ed, ne, or o m, the y. c u l p r x d	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-fresh, style-subtle	512	768	0.67	20.7	279	9	cool	muted	high-contrast	portrait	complex	2025-05-25 20:56:29	336
401.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	40.9	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:29	337
402.jpg	 a black and white photograph of solitary person in seated position. the subject is standing in front of the camera	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-portrait, subject-food	512	342	1.5	17.9	280	4	neutral	muted	high-contrast	standard	complex	2025-05-25 20:56:29	338
403.jpg	 a black and white background with hints of red and blue, forming symical shapes and patterns. and figuratively	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	26.1	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:30	339
404.jpg	 a black and white photo of solitary person standing in midst of an empty room	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-melancholic, subject-portrait, subject-interior	512	342	1.5	20.6	280	5	neutral	muted	high-contrast	standard	complex	2025-05-25 20:56:30	340
405.jpg	 a tree, bushes, grass, trees, and s e. ing, the main elements of this image consist of mainly of of trees and grass	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	37.2	132	9	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:30	341
406.jpg	S of the e n y m i t h o r c u l d p x f w q z b k j g v, th en. ing - if he hat '? ; re – — &! :	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	44.0	120	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:31	342
407.jpg	S of the e c n m, i t y o u r p h en d l f x w z b q k	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, style-subtle	512	342	1.5	28.8	41	8	neutral	muted	high-contrast	standard	complex	2025-05-25 20:56:31	343
408.jpg	 a black and white photograph of sand, with varying shades of blue and green. the subject is an abstract image of an empty beach, surrounded by rocky terrain	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, style-artistic	512	768	0.67	30.7	36	54	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:31	344
409.jpg	 a black and white photograph of sand, with bare trees and bushes in the background	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	24.1	55	5	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:32	345
41.jpg	A red train is moving in the snowy landscape	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, subject-transportation	512	768	0.67	19.7	219	6	warm	muted	balanced	portrait	complex	2025-05-25 20:56:32	346
410.jpg	A man with sat in tin ed id	color-warm, saturation-moderate, contrast-high-contrast, format-standard, complexity-complex, subject-portrait, mood-cozy	512	342	1.5	25.8	38	58	warm	moderate	high-contrast	standard	complex	2025-05-25 20:56:32	347
411.jpg	 a woman is sitting in sand, with tangled hair and strands ed. ing, surrounded by dozens of coloured circles, and swirls	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, subject-portrait	512	768	0.67	34.5	45	53	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:33	348
412.jpg	A solitary tin can be found in the middle of stacked wooden boxes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	39.3	53	51	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:33	349
413.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	29.8	48	16	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:33	350
414.jpg	 a woman is sitting in sand with tangled wires. ed, surrounded by dozens of wire strands in the shape of' - shaped like	color-warm, saturation-moderate, contrast-high-contrast, format-landscape, complexity-complex, mood-serene, subject-portrait	512	341	1.5	16.1	49	19	warm	moderate	high-contrast	landscape	complex	2025-05-25 20:56:34	351
415.jpg	 a person is sitting in sand, surrounded by dozens of stacked wooden boxes, with countless tangled piles of in the middle of an empty room, in which he is standing in front of his own cluttered kitchen, and seated in his kitchen. ing, sitting on stools, standing on the floor, looking at ethered	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-melancholic, mood-serene, subject-portrait	512	342	1.5	27.8	46	43	warm	muted	high-contrast	standard	complex	2025-05-25 20:56:34	352
416.jpg	 a black and white photograph of sand, surrounded by rocky terrain. the horizon is visible in the background	color-warm, saturation-moderate, contrast-balanced, format-landscape, complexity-complex, mood-cozy	512	341	1.5	20.0	60	66	warm	moderate	balanced	landscape	complex	2025-05-25 20:56:34	353
417.jpg	  a man with blond hair and glasses, surrounded by framed images of trees and buildings	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-nature, subject-urban	512	768	0.67	27.5	279	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:35	354
418.jpg	The subject of  a woman with blond hair and brown eyes. the background is white with some blue and red shades	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy	512	768	0.67	27.1	48	19	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:35	355
419.jpg	 a person sitting on stools, surrounded by syles, with tangled wires and dangles. , or figuratively, and in the form of he is sitting	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	36.3	53	8	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:35	356
42.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-cozy, style-subtle	512	675	0.76	62.1	23	21	warm	muted	high-contrast	standard	complex	2025-05-25 20:56:36	357
420.jpg	A man is standing in front of dozens of chairs in crowded space	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-serene, subject-portrait	512	342	1.5	24.6	43	47	warm	muted	high-contrast	standard	complex	2025-05-25 20:56:36	358
421.jpg	A black and white image of sand, with rocky mountains in the background	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	46.8	180	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:56:36	359
422.jpg	A s t e r y, c n i m o l d u p h & b w x z f g j k q v. th - ing ; re – — if he hat'en ry	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-cozy, style-subtle	512	342	1.5	31.1	220	1	warm	muted	high-contrast	standard	complex	2025-05-25 20:56:37	360
423.jpg	A group of people sitting in crowded space	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	342	1.5	17.5	80	42	warm	muted	high-contrast	standard	complex	2025-05-25 20:56:37	361
424.jpg	 a tree branch with branches and leaves, forming symbols of e. , and figuratively, the tree branches are arranged in varying patterns, as if they were tangled together, or twisted, in the shape of an abstract pattern	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-nature, style-artistic	512	342	1.5	17.8	68	36	warm	muted	high-contrast	standard	complex	2025-05-25 20:56:37	362
425.jpg	 a black and white photograph of solitary objects in varying distances. the main subject is an empty table with stools and vases	color-warm, saturation-moderate, contrast-high-contrast, format-standard, complexity-complex, mood-melancholic, mood-cozy	512	342	1.5	16.6	50	24	warm	moderate	high-contrast	standard	complex	2025-05-25 20:56:38	363
426.jpg	A man is standing in front of tv screen	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-technology	512	768	0.67	35.8	46	33	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:38	364
427.jpg	 a black and white photograph of solitary person sitting in midst of several other people. the person is looking at pens and paper in the background	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	342	1.5	22.5	47	42	warm	muted	high-contrast	standard	complex	2025-05-25 20:56:38	365
428.jpg	unknow. the subject is a building with spires and towers	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-moderate, subject-urban, mood-cozy	512	768	0.67	20.7	31	53	warm	moderate	high-contrast	portrait	moderate	2025-05-25 20:56:38	366
429.jpg	A cityscape with buildings and trees in the background	color-warm, saturation-vibrant, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, subject-urban	512	768	0.67	26.1	38	75	warm	vibrant	high-contrast	portrait	complex	2025-05-25 20:56:39	367
43.jpg	A man in sat in the kitchen, he is seated in his kitchen	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-interior, subject-food	512	768	0.67	73.6	77	35	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:39	368
430.jpg	A man is standing in front of tv	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-fresh, style-subtle	512	768	0.67	45.6	37	3	cool	muted	high-contrast	portrait	complex	2025-05-25 20:56:39	369
431.jpg	Tangled wires, with strands of metal and plastic	color-cool, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-fresh	512	768	0.67	43.2	289	29	cool	moderate	high-contrast	portrait	complex	2025-05-25 20:56:40	370
432.jpg	 a black and white photograph of ice cream in slushy form. the mug is placed on icy ground, with melted icing on top	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-moderate, mood-cozy	512	768	0.67	15.8	22	84	warm	moderate	high-contrast	portrait	moderate	2025-05-25 20:56:40	371
433.jpg	A satttered i m e n y t r o p c u l d b f x h w v z g j k q, if he hat th. - en – ing — ; & re : '?	color-warm, saturation-vibrant, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-bold	512	768	0.67	17.1	9	72	warm	vibrant	high-contrast	portrait	complex	2025-05-25 20:56:40	372
434.jpg	 a black and white photograph of sand, with icy water and icebergs in the background. the horizon is visible in hazy light, and the sky is dark and cloudy	color-warm, saturation-vibrant, contrast-balanced, format-portrait, complexity-simple, mood-melancholic, lighting-low-light	512	768	0.67	12.2	9	85	warm	vibrant	balanced	portrait	simple	2025-05-25 20:56:41	373
435.jpg	S of the e - c n t y, m. o l i x p r d u v w h k b q j f g z ng th en re – ing — ; he hat er if've com ment ant ent ly & figuratively, or based on :	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	38.6	35	73	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:41	374
436.jpg	unknow. the subject is a woman in tan dress with blond hair and glasses	color-warm, saturation-moderate, contrast-high-contrast, format-standard, complexity-complex, subject-portrait, mood-cozy	512	342	1.5	11.5	40	69	warm	moderate	high-contrast	standard	complex	2025-05-25 20:56:41	375
437.jpg	 a tree with branches and leaves, surrounded by bushes and trees, with sands of branches, and containing berries and flowers. ing in the forest	color-warm, saturation-moderate, contrast-high-contrast, format-standard, complexity-complex, mood-romantic, subject-nature	512	342	1.5	22.7	38	73	warm	moderate	high-contrast	standard	complex	2025-05-25 20:56:42	376
438.jpg	A black and white image of tangled wires, with strands of light and dark lines	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, lighting-low-light	512	768	0.67	34.8	36	58	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:42	377
439.jpg	A black and white image of sand, with rocky mountains in the background	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy	512	768	0.67	43.6	41	59	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:42	378
44.jpg	A man is standing in front of bushes, with sand in his hands	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	54.9	60	35	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:43	379
440.jpg	 a tree with branches and leaves, surrounded by sand, with rocky terrain, and containing ice and snow. , the main elements of this image consist of mainly of of one or two main objects, such as : the tree has branches with leaves and branches, or consists of out of two or three main items, like ; if the trees are arranged in e encircled by the horizon, in the middle of an image, as in this example, of which he resembles, for example figuratively forming'n -	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy	512	768	0.67	28.3	21	67	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:43	380
441.jpg	S of the word's, e c n y p t i m o l x w r d f u v b h q z j k g th ng ch re ing - if he hat en ry ;	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	35.3	29	44	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:43	381
442.jpg	 a black and white photograph of ice cream in jars. the mugs are placed on trays and arranged in rows	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	27.8	48	16	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:44	382
443.jpg	 a teel, e ne, or figuratively, as in the example of fig. , the sy tems of an image, such as if he is standing in front of his house, with c o m pletely surrounded by dozens of other objects, and encircled by the background	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, subject-interior	512	768	0.67	30.1	48	27	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:44	383
444.jpg	A satyricane - figurative es, i tee, or ne	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	30.4	48	31	warm	muted	balanced	portrait	complex	2025-05-25 20:56:44	384
445.jpg	unknow	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	23.0	49	15	warm	muted	balanced	portrait	complex	2025-05-25 20:56:45	385
446.jpg	S of the e c n o m i t y p r x d f u v w h l j k z b q g th en, he. 'if ; - – — & re :	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	31.4	50	22	warm	muted	balanced	portrait	complex	2025-05-25 20:56:45	386
447.jpg	The main visual elements and composition of the image are the shape of a tree, the form of an abstract tree. , forming shapes of nature, and the figurative elements of this image	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-artistic	512	768	0.67	26.5	49	23	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:45	387
448.jpg	S of the e - c n t y m o l i p h r d u v w x f z g b q j k, th en. ; re – — figuratively : if he is able to & com ing? '	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	27.4	50	13	warm	muted	balanced	portrait	complex	2025-05-25 20:56:45	388
449.jpg	 a black and white photograph of ice cream in slushy form. the icy cream is placed on trays and placed in the middle of the glass	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	25.1	32	46	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:46	389
45.jpg	A man in sat in the kitchen with tv, iphone pc ed cyl m n d	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-interior, subject-food	512	768	0.67	46.6	32	38	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:46	390
450.jpg	unknow. the subject is a woman standing in front of framed windows	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	34.0	47	37	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:46	391
451.jpg	A black and white image of ice cream cones with melted chocolate syrup	color-warm, saturation-moderate, contrast-balanced, format-portrait, complexity-complex, mood-cozy	512	768	0.67	26.3	44	57	warm	moderate	balanced	portrait	complex	2025-05-25 20:56:47	392
452.jpg	The main visual elements and composition of the image are the shape of a tree, the tree is shaped like twigs, ed, and. ing s i ne y o u r c h m p l k d	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	26.2	44	60	warm	muted	balanced	portrait	complex	2025-05-25 20:56:47	393
453.jpg	S of of the e c n y m o l i t u r p h d j k w x v z g b q f, if he hat th. - en – ch ; — & re : '?	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	28.3	27	41	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:47	394
454.jpg	A sleeve of tin cans, shaped like oblongs	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	27.6	47	34	warm	muted	balanced	portrait	complex	2025-05-25 20:56:48	395
455.jpg	 a black and white photograph of sand, with bare trees and bushes in the background. the subject is an old wooden chair with two wooden legs, surrounded by twigs and leaves	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-nostalgic, subject-nature, style-vintage	512	768	0.67	26.8	46	50	warm	muted	balanced	portrait	complex	2025-05-25 20:56:48	396
456.jpg	A syringe with tweezers and pliers	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	28.1	49	21	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:48	397
457.jpg	Ice cream cones with whipped cream and sprinkles	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	29.3	50	19	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:49	398
458.jpg	 a tree branch with branches and leaves, surrounded by ice and snow, with icicles and sand, and the sky. ing with the sun and clouds, the horizon, sky and sea, in the background of th e image	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy	512	768	0.67	27.4	50	20	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:49	399
459.jpg	 a black and white photograph of ice cream cones in icy water. the icing cone is placed on tin plate with sand and melted snow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-food, mood-cozy, style-subtle	512	768	0.67	30.6	50	19	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:49	400
46.jpg	A man in sat in the kitchen with tv, ipad, tablet, laptop, phone, computer, desktop, mobile phone	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-interior, subject-food	512	768	0.67	44.8	45	43	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:49	401
460.jpg	The main visual elements and composition of the image are the shape of a tree, the form of an abstract tree. , forming shapes of nature, and the figurative nature of this image	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-artistic	512	768	0.67	33.9	51	19	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:50	402
461.jpg	A satyricane - figurative es irse, en, or ne	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	36.1	49	29	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:50	403
462.jpg	 a black and white photograph of ice cream cones in varying sizes. the icing cone is placed on tin foil and placed in the middle of the image	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	29.0	44	62	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:50	404
463.jpg	A solitary figure standing alone in midst of cluttered space	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, mood-cozy	512	768	0.67	29.0	49	27	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:51	405
464.jpg	The main visual elements and composition of the image are the shape of a tree, the form of an abstract tree. , forming shapes of nature, and the figurative nature of this image	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-artistic	512	768	0.67	37.0	49	30	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:51	406
